"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Growth Habit","Native Status"
"HIAL2",NA,"HIAL2","Hieracium albiflorum","white hawkweed","Forb/herb","L48(N)AK(N)CAN(N)"
"HIAL2","CHAL16","CHAL16","Chlorocrepis albiflora",NA,NA,NA
"HIAL2","HIHE","HIHE","Hieracium helleri",NA,NA,NA
"HIAL2","HISI","HISI","Hieracium siskiyouense",NA,NA,NA
"HIAL6",NA,"HIAL6","Hieracium alpinum","alpine hawkweed","Forb/herb","GL(N)"
"HIAL6","HIAN2","HIAN2","Hieracium angmagssalikense",NA,NA,NA
"HICA10",NA,"HICA10","Hieracium caespitosum","meadow hawkweed","Forb/herb","L48(I)CAN(I)"
"HICA10","HIPR","HIPR","Hieracium pratense",NA,NA,NA
"HICAC",NA,"HICAC","Hieracium canadense var. canadense","Canadian hawkweed","Forb/herb","L48(N)"
"HICAC","HICO7","HICO7","Hieracium columbianum",NA,NA,NA
"HIFEF",NA,"HIFEF","Hieracium fendleri var. fendleri","yellow hawkweed","Forb/herb","L48(N)"
"HIFEF","CHFE5","CHFE5","Chlorocrepis fendleri",NA,NA,NA
"HIGRG",NA,"HIGRG","Hieracium gracile var. gracile","slender hawkweed","Forb/herb","L48(N)AK(N)"
"HIGRG","CHTRG","CHTRG","Chlorocrepis tristis ssp. gracilis",NA,NA,NA
"HIGRG","HITRG","HITRG","Hieracium triste ssp. gracile",NA,NA,NA
"HIGR5",NA,"HIGR5","Hieracium greenii","Maryland hawkweed","Forb/herb","L48(N)"
"HIGR5","HITR5","HITR5","Hieracium traillii",NA,NA,NA
"HILA8",NA,"HILA8","Hieracium lachenalii","common hawkweed","Forb/herb","L48(I)CAN(N)GL(N)"
"HILA8","HIAC4","HIAC4","Hieracium acuminatum",NA,NA,NA
"HILA8","HIVU","HIVU","Hieracium vulgatum",NA,NA,NA
"HILA4",NA,"HILA4","Hieracium laevigatum","smooth hawkweed","Forb/herb","L48(N)"
"HILA4","HIAC5","HIAC5","Hieracium acranthophorum",NA,NA,NA
"HILA4","HIDE3","HIDE3","Hieracium devoldii",NA,NA,NA
"HILA4","HIEU2","HIEU2","Hieracium eugenii",NA,NA,NA
"HILA4","HIMU8","HIMU8","Hieracium musartutense",NA,NA,NA
"HILA4","HINE3","HINE3","Hieracium nepiocratum",NA,NA,NA
"HILA4","HIRI4","HIRI4","Hieracium rigorosum",NA,NA,NA
"HILA4","HIST6","HIST6","Hieracium stiptocaule",NA,NA,NA
"HILE2",NA,"HILE2","Hieracium lemmonii","Lemmon's hawkweed","Forb/herb","L48(N)"
"HILE2","HICR2","HICR2","Hieracium crepidispermum",NA,NA,NA
"HIMA10",NA,"HIMA10","Hieracium marianum","Maryland hawkweed","Forb/herb","L48(N)CAN(N)"
"HIMA10","HIPE2","HIPE2","Hieracium pennsylvanicum",NA,NA,NA
"HIME",NA,"HIME","Hieracium megacephalon","coastal plain hawkweed","Forb/herb","L48(N)"
"HIME","HIAR3","HIAR3","Hieracium argyraeum",NA,NA,NA
"HIPI2",NA,"HIPI2","Hieracium piloselloides","tall hawkweed","Forb/herb","L48(I)CAN(I)"
"HIPI2","HIFL","HIFL","Hieracium florentinum",NA,NA,NA
"HIRO4",NA,"HIRO4","Hieracium robinsonii","Robinson's hawkweed","Forb/herb","L48(N)CAN(N)"
"HIRO4","HIUN2","HIUN2","Hieracium ungavense",NA,NA,NA
"HIRU",NA,"HIRU","Hieracium rusbyi","Rusby's hawkweed","Forb/herb","L48(N)"
"HIRU","HIAB2","HIAB2","Hieracium abscissum",NA,NA,NA
"HISA4",NA,"HISA4","Hieracium sabaudum","New England hawkweed","Forb/herb","L48(I)CAN(I)"
"HISA4","HIVA2","HIVA2","Hieracium vagum",NA,NA,NA
"HISC10",NA,"HISC10","Hieracium schultzii","roughstem hawkweed","Forb/herb, Subshrub","L48(N)"
"HISC10","HIWR","HIWR","Hieracium wrightii",NA,NA,NA
"HISCA",NA,"HISCA","Hieracium scouleri var. albertinum","Scouler's woollyweed","Forb/herb","L48(N)"
"HISCA","HIAL","HIAL","Hieracium albertinum",NA,NA,NA
"HISCA","HICU2","HICU2","Hieracium cusickii",NA,NA,NA
"HISCA","HIFL5","HIFL5","Hieracium flettii",NA,NA,NA
"HISCN",NA,"HISCN","Hieracium scouleri var. nudicaule","Scouler's woollyweed","Forb/herb","L48(N)"
"HISCN","HINU","HINU","Hieracium nudicaule",NA,NA,NA
"HISCS2",NA,"HISCS2","Hieracium scouleri var. scouleri","Scouler's woollyweed","Forb/herb","L48(N)CAN(N)"
"HISCS2","HICH","HICH","Hieracium chapacanum",NA,NA,NA
"HISCS2","HIPA5","HIPA5","Hieracium parryi",NA,NA,NA
"HITRT2",NA,"HITRT2","Hieracium triste var. triste","woolly hawkweed","Forb/herb","AK(N)CAN(N)NA(N)"
"HITRT2","CHTR7","CHTR7","Chlorocrepis tristis",NA,NA,NA
"HIUM",NA,"HIUM","Hieracium umbellatum","narrowleaf hawkweed","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"HIUM","HICO4","HICO4","Hieracium columbianum",NA,NA,NA
"HIUM","HISC8","HISC8","Hieracium scabriusculum",NA,NA,NA
"HIERO",NA,"HIERO","Hierochloe","sweetgrass",NA,"L48(N)CAN(N)GL(N)SPM(N)"
"HIHIA",NA,"HIHIA","Hierochloe hirta ssp. arctica","northern sweetgrass","Graminoid","L48(N)AK(N)"
"HIHIA","ANHIA","ANHIA","Anthoxanthum hirtum ssp. arcticum",NA,NA,NA
"HIHIA","HIODA","HIODA","Hierochloe odorata ssp. arctica",NA,NA,NA
"HIHIH2",NA,"HIHIH2","Hierochloe hirta ssp. hirta","northern sweetgrass","Graminoid",NA
"HIHIH2","ANHI8","ANHI8","Anthoxanthum hirtum",NA,NA,NA
"HIHIH2","HIODH2","HIODH2","Hierochloe odorata ssp. hirta",NA,NA,NA
"HIOC",NA,"HIOC","Hierochloe occidentalis","California sweetgrass","Graminoid","L48(N)"
"HIOC","ANOC5","ANOC5","Anthoxanthum occidentale",NA,NA,NA
"HIOC","HIMA8","HIMA8","Hierochloe macrophylla",NA,NA,NA
"HIOD",NA,"HIOD","Hierochloe odorata","sweetgrass","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"HIOD","ANNI3","ANNI3","Anthoxanthum nitens",NA,NA,NA
"HIOD","HIFR","HIFR","Hierochloe fragrans",NA,NA,NA
"HIOD","HINA","HINA","Hierochloe nashii",NA,NA,NA
"HIOD","HOOD","HOOD","Holcus odoratus",NA,NA,NA
"HIOD","SANA2","SANA2","Savastana nashii",NA,NA,NA
"HIOD","SAOD3","SAOD3","Savastana odorata",NA,NA,NA
"HIOD","TOOD2","TOOD2","Torresia odorata",NA,NA,NA
"HIODD2",NA,"HIODD2","Hierochloe odorata ssp. dahurica",NA,"Graminoid",NA
"HIPA3",NA,"HIPA3","Hierochloe pauciflora","arctic sweetgrass","Graminoid","AK(N)CAN(N)NA(N)"
"HIPA3","ANAR20","ANAR20","Anthoxanthum arcticum",NA,NA,NA
"HIPA3","SAPA17","SAPA17","Savastana pauciflora",NA,NA,NA
"HILAR",NA,"HILAR","Hilaria","curly-mesquite",NA,"L48(N)"
"HIBEB",NA,"HIBEB","Hilaria belangeri var. belangeri","curly-mesquite","Graminoid","L48(N)"
"HIBEB","ANBE3","ANBE3","Anthephora belangeri",NA,NA,NA
"HILLE",NA,"HILLE","Hillebrandia","hillebrandia",NA,NA
"HILLI",NA,"HILLI","Hillia","hillia",NA,NA
"HIPPE",NA,"HIPPE","Hippeastrum","hippeastrum",NA,"L48(I)"
"HIPU",NA,"HIPU","Hippeastrum puniceum","Barbados lily","Forb/herb","L48(I)PR(I)VI(I)"
"HIPU","AMPU8","AMPU8","Amaryllis punicea",NA,NA,NA
"HIPU","HIEQ","HIEQ","Hippeastrum equestre",NA,NA,NA
"HIRE",NA,"HIRE","Hippeastrum reginae",NA,NA,NA
"HIRE","AMRE5","AMRE5","Amaryllis reginae",NA,NA,NA
"HIST7",NA,"HIST7","Hippeastrum striatum","striped Barbados lily","Forb/herb","HI(I)"
"HIST7","AMST8","AMST8","Amaryllis striatum",NA,NA,NA
"HIVI3",NA,"HIVI3","Hippeastrum vittatum",NA,NA,NA
"HIVI3","AMVI7","AMVI7","Amaryllis vittatum",NA,NA,NA
"HIPPO3",NA,"HIPPO3","Hippobroma","hippobroma",NA,"L48(I)"
"HILO3",NA,"HILO3","Hippobroma longiflora","madamfate","Forb/herb","L48(I)HI(I)PR(N)VI(N)"
"HILO3","ISLO3","ISLO3","Isotoma longiflora",NA,NA,NA
"HILO3","LALO2","LALO2","Laurentia longiflora",NA,NA,NA
"HIPPO2",NA,"HIPPO2","Hippocratea","hippocratea",NA,"L48(N)"
"HIPPO5",NA,"HIPPO5","Hippocrepis","hippocrepis",NA,"L48(I)"
"HIEME",NA,"HIEME","Hippocrepis emerus ssp. emeroides",NA,NA,NA
"HIEME","COEM4","COEM4","Coronilla emeroides",NA,NA,NA
"HISC9",NA,"HISC9","Hippocrepis scabra",NA,NA,NA
"HISC9","HIBO4","HIBO4","Hippocrepis bourgaei",NA,NA,NA
"HIPPO",NA,"HIPPO","Hippomane","hippomane",NA,"L48(N)"
"HIPPO4",NA,"HIPPO4","Hippophae","seaberry",NA,"CAN(I)NA(I)"
"HIPPU",NA,"HIPPU","Hippuris","mare's-tail",NA,"L48(N)CAN(N)GL(N)SPM(N)"
"HIPTA",NA,"HIPTA","Hiptage","hiptage",NA,NA
"HIRAE2",NA,"HIRAE2","Hiraea",NA,NA,NA
"HIRSC",NA,"HIRSC","Hirschfeldia","hirschfeldia",NA,"L48(I)"
"HIIN3",NA,"HIIN3","Hirschfeldia incana","shortpod mustard","Forb/herb","L48(I)HI(I)"
"HIIN3","BRGE","BRGE","Brassica geniculata",NA,NA,NA
"HIIN3","BRIN17","BRIN17","Brassica incana",NA,NA,NA
"HIIN3","SIIN8","SIIN8","Sinapis incana",NA,NA,NA
"HIRTE",NA,"HIRTE","Hirtella","hirtella",NA,NA
"HIRU2",NA,"HIRU2","Hirtella rugosa","teta de burra cinarron","Tree, Shrub","PR(N)"
"HIRU2","CHRU5","CHRU5","Chrysobalanus rugosus",NA,NA,NA
"HIRU2","HIPO2","HIPO2","Hirtella portoricensis",NA,NA,NA
"HIRU2","ZARU","ZARU","Zamzela rugosa",NA,NA,NA
"HITR3",NA,"HITR3","Hirtella triandra","pigeonberry","Tree, Shrub","PR(N)VI(N)"
"HITR3","CHTR4","CHTR4","Chrysobalanus triandrus",NA,NA,NA
"HITR3","HIAM2","HIAM2","Hirtella americana",NA,NA,NA
"HITR3","HIJA2","HIJA2","Hirtella jamaicensis",NA,NA,NA
"HITR3","HIMU5","HIMU5","Hirtella multiflora",NA,NA,NA
"HISTI",NA,"HISTI","Histiopteris","histiopteris",NA,NA
"HITCH",NA,"HITCH","Hitchenia","hitchenia",NA,NA
"HOBSO",NA,"HOBSO","Hobsonia","hobsonia lichen",NA,"NA(N)"
"HOCH",NA,"HOCH","Hobsonia christiansenii","Christiansen's hobsonia lichen","Lichenous","NA(N)"
"HODGS",NA,"HODGS","Hodgsonia","hodgsonia",NA,NA
"HOFFM",NA,"HOFFM","Hoffmannseggia","rushpea",NA,"L48(N)"
"HODR",NA,"HODR","Hoffmannseggia drepanocarpa","sicklepod holdback","Forb/herb, Subshrub","L48(N)"
"HODR","CADR6","CADR6","Caesalpinia drepanocarpa",NA,NA,NA
"HODR3",NA,"HODR3","Hoffmannseggia drummondii","dwarf nicker","Subshrub, Shrub","L48(N)"
"HODR3","CADR3","CADR3","Caesalpinia drummondii",NA,NA,NA
"HODR3","CATE18","CATE18","Caesalpinia texensis",NA,NA,NA
"HOGL2",NA,"HOGL2","Hoffmannseggia glauca","Indian rushpea","Subshrub, Forb/herb","L48(N)"
"HOGL2","HODE","HODE","Hoffmannseggia densiflora",NA,NA,NA
"HOGL2","HOFA3","HOFA3","Hoffmannseggia falcaria",NA,NA,NA
"HOMI5",NA,"HOMI5","Hoffmannseggia microphylla","wand holdback","Shrub","L48(N)"
"HOMI5","CAVI8","CAVI8","Caesalpinia virgata",NA,NA,NA
"HOOX",NA,"HOOX","Hoffmannseggia oxycarpa","sharppod rushpea","Subshrub, Forb/herb","L48(N)"
"HOOX","CAOX3","CAOX3","Caesalpinia oxycarpa",NA,NA,NA
"HORE",NA,"HORE","Hoffmannseggia repens","creeping nicker","Forb/herb","L48(N)"
"HORE","CARE16","CARE16","Caesalpinia repens",NA,NA,NA
"HOHEN",NA,"HOHEN","Hohenbergia","lacebark",NA,NA
"HOHER",NA,"HOHER","Hoheria","lacebark",NA,"L48(I)"
"HOITA",NA,"HOITA","Hoita","leather-root",NA,"L48(N)"
"HOMA4",NA,"HOMA4","Hoita macrostachya","large leather-root","Forb/herb","L48(N)"
"HOMA4","HOLO2","HOLO2","Hoita longiloba",NA,NA,NA
"HOMA4","HORH","HORH","Hoita rhombifolia",NA,NA,NA
"HOMA4","HOVI3","HOVI3","Hoita villosa",NA,NA,NA
"HOMA4","PSDO","PSDO","Psoralea douglasii",NA,NA,NA
"HOMA4","PSMA2","PSMA2","Psoralea macrostachya",NA,NA,NA
"HOOR",NA,"HOOR","Hoita orbicularis","roundleaf leather-root","Forb/herb","L48(N)"
"HOOR","PSOR2","PSOR2","Psoralea orbicularis",NA,NA,NA
"HOST3",NA,"HOST3","Hoita strobilina","Loma prieta","Forb/herb","L48(N)"
"HOST3","PSST","PSST","Psoralea strobilina",NA,NA,NA
"HOLAC",NA,"HOLAC","Holacantha","holacantha",NA,"L48(N)"
"HOST2",NA,"HOST2","Holacantha stewartii","Stewart's crucifixionthorn","Subshrub, Shrub","L48(N)"
"HOST2","CAST30","CAST30","Castela stewartii",NA,NA,NA
"HOLAR",NA,"HOLAR","Holarrhena","holarrhena",NA,NA
"HOFL2",NA,"HOFL2","Holarrhena floribunda","false rubber tree",NA,NA
"HOFL2","HOWU","HOWU","Holarrhena wulfsbergii",NA,NA,NA
"HOPU7",NA,"HOPU7","Holarrhena pubescens","holarrhena",NA,NA
"HOPU7","HOFE","HOFE","Holarrhena febrifuga",NA,NA,NA
"HOLCU",NA,"HOLCU","Holcus","velvetgrass",NA,"L48(I)CAN(I)"
"HOLA",NA,"HOLA","Holcus lanatus","common velvetgrass","Graminoid","L48(I)AK(I)HI(I)PR(I)CAN(I)"
"HOLA","NOLA2","NOLA2","Nothoholcus lanatus",NA,NA,NA
"HOLLI",NA,"HOLLI","Hollisteria","hollisteria",NA,"L48(N)"
"HOLMG",NA,"HOLMG","Holmgrenanthe","rocklady",NA,"L48(N)"
"HOPE2",NA,"HOPE2","Holmgrenanthe petrophila","rocklady","Forb/herb","L48(N)"
"HOPE2","ASPE13","ASPE13","Asarina petrophila",NA,NA,NA
"HOPE2","MAPE","MAPE","Maurandya petrophila",NA,NA,NA
"HOPE2","MAPE7","MAPE7","Maurandella petrophila",NA,NA,NA
"HOLMS",NA,"HOLMS","Holmskioldia","holmskioldia",NA,"L48(I)"
"HOLOC",NA,"HOLOC","Holocarpha","tarweed",NA,"L48(N)"
"HOOBA",NA,"HOOBA","Holocarpha obconica ssp. autumnalis","San Joaquin tarweed","Forb/herb","L48(N)"
"HOOBO",NA,"HOOBO","Holocarpha obconica ssp. obconica","San Joaquin tarweed","Forb/herb","L48(N)"
"HOVIE",NA,"HOVIE","Holocarpha virgata ssp. elongata","wand tarbush","Forb/herb","L48(N)"
"HOVIV",NA,"HOVIV","Holocarpha virgata ssp. virgata","yellowflower tarweed","Forb/herb","L48(N)"
"HOLOD",NA,"HOLOD","Holodiscus","oceanspray",NA,"L48(N)CAN(N)"
"HODI",NA,"HODI","Holodiscus discolor","oceanspray","Shrub","L48(N)CAN(N)"
"HODI","HOBO","HOBO","Holodiscus boursieri",NA,NA,NA
"HODI","HODIF2","HODIF2","Holodiscus discolor ssp. franciscanus",NA,NA,NA
"HODI","HODUS","HODUS","Holodiscus dumosus ssp. saxicola",NA,NA,NA
"HODI","HOGL4","HOGL4","Holodiscus glabrescens",NA,NA,NA
"HODI","HOMI3","HOMI3","Holodiscus microphyllus",NA,NA,NA
"HODI","SEDI11","SEDI11","Sericotheca discolor",NA,NA,NA
"HODI","SPDI7","SPDI7","Spiraea discolor",NA,NA,NA
"HOLOG3",NA,"HOLOG3","Holographis",NA,NA,NA
"HOVI6",NA,"HOVI6","Holographis virgata",NA,NA,NA
"HOVI6","BEVI2","BEVI2","Berginia virgata",NA,NA,NA
"HOLOS",NA,"HOLOS","Holosteum","holosteum",NA,"L48(I)CAN(I)"
"HOUM",NA,"HOUM","Holosteum umbellatum","jagged chickweed","Forb/herb","L48(I)CAN(I)"
"HOUM","HOUMU","HOUMU","Holosteum umbellatum ssp. umbellatum",NA,NA,NA
"HOLOZ",NA,"HOLOZ","Holozonia","holozonia",NA,"L48(N)"
"HOMAL3",NA,"HOMAL3","Homalia","homalia moss",NA,"NA(N)"
"HOTR4",NA,"HOTR4","Homalia trichomanoides","homalia moss","Nonvascular","NA(N)"
"HOTR4","HOGR4","HOGR4","Homalia gracilis",NA,NA,NA
"HOTR4","HOJA4","HOJA4","Homalia jamesii",NA,NA,NA
"HOTR4","NEGR5","NEGR5","Neckera gracilis",NA,NA,NA
"HOMAL7",NA,"HOMAL7","Homaliadelphus","homaliadelphus moss",NA,"NA(N)"
"HOSH",NA,"HOSH","Homaliadelphus sharpii","Sharp's homaliadelphus moss","Nonvascular","NA(N)"
"HOSH","HOSH2","HOSH2","Homalia sharpii",NA,NA,NA
"HOMAL",NA,"HOMAL","Homalium","homalium",NA,NA
"HORA",NA,"HORA","Homalium racemosum","white cogwood","Tree","PR(N)"
"HORA","HOLE3","HOLE3","Homalium leiogynum",NA,NA,NA
"HORA","HOPL3","HOPL3","Homalium pleiandrum",NA,NA,NA
"HOMAL2",NA,"HOMAL2","Homalocladium","homalocladium",NA,NA
"HOPL5",NA,"HOPL5","Homalocladium platycladum","ribbonbush","Shrub, Vine","PR(I)"
"HOPL5","MUPL","MUPL","Muehlenbeckia platyclada",NA,NA,NA
"HOMAL8",NA,"HOMAL8","Homalomena",NA,NA,NA
"HOMAL4",NA,"HOMAL4","Homalotheciella","homalotheciella moss",NA,"NA(N)"
"HOSU4",NA,"HOSU4","Homalotheciella subcapillata","homalotheciella moss","Nonvascular","NA(N)"
"HOSU4","HOFA4","HOFA4","Homalotheciella fabronifolia",NA,NA,NA
"HOMAL5",NA,"HOMAL5","Homalothecium","homalothecium moss",NA,"NA(N)"
"HOAE2",NA,"HOAE2","Homalothecium aeneum","bright copper homalothecium moss","Nonvascular","NA(N)"
"HOAE2","CAAE6","CAAE6","Camptothecium aeneum",NA,NA,NA
"HOAR4",NA,"HOAR4","Homalothecium arenarium","sandwort homalothecium moss","Nonvascular","NA(N)"
"HOAR4","CAAL32","CAAL32","Camptothecium alsioides",NA,NA,NA
"HOAR4","CAAR42","CAAR42","Camptothecium arenarium",NA,NA,NA
"HONU",NA,"HONU","Homalothecium nuttallii","Nuttall's homalothecium moss","Nonvascular","NA(N)"
"HONU","CAHE19","CAHE19","Camptothecium hematidens",NA,NA,NA
"HONU","CANU18","CANU18","Camptothecium nuttallii",NA,NA,NA
"HOPI2",NA,"HOPI2","Homalothecium pinnatifidum","pinnatifid homalothecium moss","Nonvascular","NA(N)"
"HOPI2","CAAM30","CAAM30","Camptothecium amesiae",NA,NA,NA
"HOPI2","CAPI18","CAPI18","Camptothecium pinnatifidum",NA,NA,NA
"HOMOL",NA,"HOMOL","Homolepis","panicgrass",NA,NA
"HOGL3",NA,"HOGL3","Homolepis glutinosa","sticky panicgrass","Graminoid","PR(N)VI(N)"
"HOGL3","PAGL2","PAGL2","Panicum glutinosum",NA,NA,NA
"HOMOM",NA,"HOMOM","Homomallium","homomallium moss",NA,"NA(N)"
"HOAD",NA,"HOAD","Homomallium adnatum","homomallium moss","Nonvascular","NA(N)"
"HOAD","AMAD","AMAD","Amblystegiella adnata",NA,NA,NA
"HOMOP",NA,"HOMOP","Homopholis",NA,NA,NA
"HOPR3",NA,"HOPR3","Homopholis proluta",NA,"Graminoid",NA
"HOPR3","PAPR23","PAPR23","Panicum prolutum",NA,NA,NA
"HOMOS",NA,"HOMOS","Homostegia",NA,NA,"NA(N)"
"HOPI3",NA,"HOPI3","Homostegia piggotii",NA,"Lichenous","NA(N)"
"HONCK",NA,"HONCK","Honckenya","honckenya",NA,"L48(N)CAN(N)GL(N)SPM(N)"
"HOPED",NA,"HOPED","Honckenya peploides ssp. diffusa","seaside sandplant","Forb/herb","AK(N)CAN(N)GL(N)NA(N)"
"HOPED","ARDI11","ARDI11","Arenaria diffusa",NA,NA,NA
"HOPED","ARPE13","ARPE13","Arenaria peploides",NA,NA,NA
"HOPED","HODI4","HODI4","Honckenya diffusa",NA,NA,NA
"HOPEM2",NA,"HOPEM2","Honckenya peploides ssp. major","seaside sandplant","Forb/herb","L48(N)AK(N)CAN(N)"
"HOPEM2","HOOB3","HOOB3","Honckenya oblongifolia",NA,NA,NA
"HOPEP2",NA,"HOPEP2","Honckenya peploides ssp. peploides","seaside sandplant",NA,NA
"HOPER2",NA,"HOPER2","Honckenya peploides ssp. robusta","seaside sandplant","Forb/herb","L48(N)CAN(N)SPM(N)"
"HOOKE",NA,"HOOKE","Hookeria","hookeria moss",NA,"NA(N)"
"HOPEA",NA,"HOPEA","Hopea","hopea",NA,NA
"HORDE2",NA,"HORDE2","Hordelymus",NA,NA,NA
"HOEU",NA,"HOEU","Hordelymus europaeus","wood-barley","Graminoid",NA
"HOEU","ELEU2","ELEU2","Elymus europaeus",NA,NA,NA
"HORDE",NA,"HORDE","Hordeum","barley",NA,"L48(I,N)GL(W)SPM(N)"
"HOAR",NA,"HOAR","Hordeum arizonicum","Arizona barley","Graminoid","L48(N)"
"HOAR","CRAR12","CRAR12","Critesion arizonicum",NA,NA,NA
"HOBRB2",NA,"HOBRB2","Hordeum brachyantherum ssp. brachyantherum","meadow barley","Graminoid","L48(N)AK(N)HI(I)CAN(N)"
"HOBRB2","CRBR12","CRBR12","Critesion brachyantherum",NA,NA,NA
"HOBRB2","CRJUB","CRJUB","Critesion jubatum ssp. breviaristatum",NA,NA,NA
"HOBRB2","HOBO3","HOBO3","Hordeum boreale",NA,NA,NA
"HOBRB2","HOJUB","HOJUB","Hordeum jubatum ssp. breviaristatum",NA,NA,NA
"HOBRB2","HONO","HONO","Hordeum nodosum",NA,NA,NA
"HOBRC2",NA,"HOBRC2","Hordeum brachyantherum ssp. californicum","California barley","Graminoid","L48(N)"
"HOBRC2","CRCA17","CRCA17","Critesion californicum",NA,NA,NA
"HOBRC2","HOCA2","HOCA2","Hordeum californicum",NA,NA,NA
"HODE2",NA,"HODE2","Hordeum depressum","dwarf barley","Graminoid","L48(N)CAN(I)"
"HODE2","CRDE9","CRDE9","Critesion depressum",NA,NA,NA
"HOJUI",NA,"HOJUI","Hordeum jubatum ssp. intermedium","intermediate barley","Graminoid","L48(N)AK(N)CAN(N)"
"HOJUI","HOCA9","HOCA9","Hordeum caespitosum",NA,NA,NA
"HOJUJ",NA,"HOJUJ","Hordeum jubatum ssp. jubatum","foxtail barley","Graminoid","L48(N)AK(N)CAN(N)SPM(N)"
"HOJUJ","CRJU2","CRJU2","Critesion jubatum",NA,NA,NA
"HOMAG",NA,"HOMAG","Hordeum marinum ssp. gussoneanum","Mediterranean barley","Graminoid","L48(I)CAN(I)"
"HOMAG","CRGE4","CRGE4","Critesion geniculatum",NA,NA,NA
"HOMAG","CRHY2","CRHY2","Critesion hystrix",NA,NA,NA
"HOMAG","CRMAG","CRMAG","Critesion marinum ssp. gussoneanum",NA,NA,NA
"HOMAG","HOGE","HOGE","Hordeum geniculatum",NA,NA,NA
"HOMAG","HOGU","HOGU","Hordeum gussoneanum",NA,NA,NA
"HOMAG","HOHY","HOHY","Hordeum hystrix",NA,NA,NA
"HOMAM",NA,"HOMAM","Hordeum marinum ssp. marinum","seaside barley","Graminoid","L48(I)"
"HOMAM","CRMA20","CRMA20","Critesion marinum",NA,NA,NA
"HOMUG",NA,"HOMUG","Hordeum murinum ssp. glaucum","smooth barley","Graminoid","L48(I)CAN(W)"
"HOMUG","CRGL13","CRGL13","Critesion glaucum",NA,NA,NA
"HOMUG","CRMUG","CRMUG","Critesion murinum ssp. glaucum",NA,NA,NA
"HOMUG","HOGL","HOGL","Hordeum glaucum",NA,NA,NA
"HOMUG","HOST","HOST","Hordeum stebbinsii",NA,NA,NA
"HOMUL",NA,"HOMUL","Hordeum murinum ssp. leporinum","hare barley","Graminoid","L48(I)HI(I)CAN(I)"
"HOMUL","CRMUL","CRMUL","Critesion murinum ssp. leporinum",NA,NA,NA
"HOMUL","HOLE","HOLE","Hordeum leporinum",NA,NA,NA
"HOMUM",NA,"HOMUM","Hordeum murinum ssp. murinum","wall barley","Graminoid","L48(I)CAN(I)"
"HOMUM","CRMU6","CRMU6","Critesion murinum",NA,NA,NA
"HOPU",NA,"HOPU","Hordeum pusillum","little barley","Graminoid","L48(N)CAN(N)"
"HOPU","CRPU13","CRPU13","Critesion pusillum",NA,NA,NA
"HOPUE2",NA,"HOPUE2","Hordeum pusillum ssp. euclaston",NA,"Graminoid",NA
"HOPUE2","HOEU2","HOEU2","Hordeum euclaston",NA,NA,NA
"HOSP",NA,"HOSP","Hordeum spontaneum","spontaneous barley","Graminoid",NA
"HOSP","HOSP2","HOSP2","Hordeum spontanum",NA,NA,NA
"HOVU",NA,"HOVU","Hordeum vulgare","common barley","Graminoid","L48(I)AK(I)HI(I)CAN(W)GL(W)"
"HOVU","HOAE","HOAE","Hordeum aegiceras",NA,NA,NA
"HOVU","HODI2","HODI2","Hordeum distichon",NA,NA,NA
"HOVU","HOHE3","HOHE3","Hordeum hexastichum",NA,NA,NA
"HOVU","HOHE6","HOHE6","Hordeum hexastichon",NA,NA,NA
"HOVU","HOIR","HOIR","Hordeum irregulare",NA,NA,NA
"HOVU","HOSA4","HOSA4","Hordeum sativum",NA,NA,NA
"HOVU","HOVUH","HOVUH","Hordeum vulgare ssp. hexastichon",NA,NA,NA
"HORKE",NA,"HORKE","Horkelia","horkelia",NA,"L48(N)"
"HOCAC",NA,"HOCAC","Horkelia californica ssp. californica","California horkelia","Forb/herb","L48(N)"
"HOCAC","POCA30","POCA30","Potentilla californica",NA,NA,NA
"HOCAD",NA,"HOCAD","Horkelia californica ssp. dissita","California horkelia","Forb/herb","L48(N)"
"HOCAD","HOEL","HOEL","Horkelia elata",NA,NA,NA
"HOCAD","HOGL5","HOGL5","Horkelia glandulosa",NA,NA,NA
"HOCAF2",NA,"HOCAF2","Horkelia californica ssp. frondosa","California horkelia","Forb/herb","L48(N)"
"HOCAF2","HOFR","HOFR","Horkelia frondosa",NA,NA,NA
"HOCAF2","POFR9","POFR9","Potentilla frondosa",NA,NA,NA
"HOCL",NA,"HOCL","Horkelia clevelandii","Cleveland's horkelia","Forb/herb","L48(N)"
"HOCL","HOBOC","HOBOC","Horkelia bolanderi ssp. clevelandii",NA,NA,NA
"HOCOC",NA,"HOCOC","Horkelia congesta ssp. congesta","Sierra horkelia","Forb/herb","L48(N)"
"HOCON",NA,"HOCON","Horkelia congesta ssp. nemorosa","Sierra horkelia","Forb/herb","L48(N)"
"HOCUC",NA,"HOCUC","Horkelia cuneata ssp. cuneata","wedgeleaf horkelia","Forb/herb","L48(N)"
"HOCUP",NA,"HOCUP","Horkelia cuneata ssp. puberula","wedgeleaf horkelia","Forb/herb","L48(N)"
"HOCUS",NA,"HOCUS","Horkelia cuneata ssp. sericea","wedgeleaf horkelia","Forb/herb","L48(N)"
